hg38_CytoBands_Info,b,c,d,e,f,chm13v2.0_CytoBands_Info,h,i,j,k,l,m,n
chr22,21700000,23100000,q11.22,gpos25,1400000,chr22,22113480,23522872,q11.22,gpos25,1409392,liftover,
chr22,23100000,25500000,q11.23,gneg,2400000,chr22,23522872,25961147,q11.23,gneg,2438275,liftover,
chr22,25500000,29200000,q12.1,gpos50,3700000,chr22,25961147,29663505,q12.1,gpos50,3702358,liftover,
chr22,29200000,31800000,q12.2,gneg,2600000,chr22,29663505,32264007,q12.2,gneg,2600502,liftover,
chr22,31800000,37200000,q12.3,gpos50,5400000,chr22,32264007,37659920,q12.3,gpos50,5395913,liftover,
chr22,37200000,40600000,q13.1,gneg,3400000,chr22,37659920,41071957,q13.1,gneg,3412037,liftover,
chr22,40600000,43800000,q13.2,gpos50,3200000,chr22,41071957,44282889,q13.2,gpos50,3210932,liftover,
chr22,43800000,48100000,q13.31,gneg,4300000,chr22,44282889,48592476,q13.31,gneg,4309587,liftover,
chr22,48100000,49100000,q13.32,gpos50,1000000,chr22,48592476,49604335,q13.32,gpos50,1011859,liftover,
chr22,49100000,50818468,q13.33,gneg,1718468,chr22,49604335,51324926,q13.33,gneg,1720591,"L boundary liftover, R boundary set to chromosome end",
chr3,0,2800000,p26.3,gpos50,2800000,chr3,0,2794029,p26.3,gpos50,2794029,liftover,
chr3,2800000,4000000,p26.2,gneg,1200000,chr3,2794029,3995951,p26.2,gneg,1201922,liftover,
chr3,4000000,8100000,p26.1,gpos50,4100000,chr3,3995951,8091216,p26.1,gpos50,4095265,liftover,
chr3,8100000,11600000,p25.3,gneg,3500000,chr3,8091216,11595822,p25.3,gneg,3504606,liftover,
chr3,11600000,13200000,p25.2,gpos25,1600000,chr3,11595822,13200348,p25.2,gpos25,1604526,liftover,
chr3,13200000,16300000,p25.1,gneg,3100000,chr3,13200348,16301213,p25.1,gneg,3100865,liftover,
chr3,16300000,23800000,p24.3,gpos100,7500000,chr3,16301213,23804776,p24.3,gpos100,7503563,liftover,
chr3,23800000,26300000,p24.2,gneg,2500000,chr3,23804776,26302605,p24.2,gneg,2497829,liftover,
chr3,26300000,30800000,p24.1,gpos75,4500000,chr3,26302605,30802486,p24.1,gpos75,4499881,liftover,
chr3,30800000,32000000,p23,gneg,1200000,chr3,30802486,32002957,p23,gneg,1200471,liftover,
chr3,32000000,36400000,p22.3,gpos50,4400000,chr3,32002957,36401366,p22.3,gpos50,4398409,liftover,
chr3,36400000,39300000,p22.2,gneg,2900000,chr3,36401366,39312902,p22.2,gneg,2911536,liftover,
chr3,39300000,43600000,p22.1,gpos75,4300000,chr3,39312902,43615563,p22.1,gpos75,4302661,liftover,
chr3,43600000,44100000,p21.33,gneg,500000,chr3,43615563,44115566,p21.33,gneg,500003,liftover,
chr3,44100000,44200000,p21.32,gpos50,100000,chr3,44115566,44215563,p21.32,gpos50,99997,liftover,
chr3,44200000,50600000,p21.31,gneg,6400000,chr3,44215563,50629881,p21.31,gneg,6414318,liftover,
chr3,50600000,52300000,p21.2,gpos25,1700000,chr3,50629881,52332899,p21.2,gpos25,1703018,liftover,
chr3,52300000,54400000,p21.1,gneg,2100000,chr3,52332899,54433863,p21.1,gneg,2100964,liftover,
chr3,54400000,58600000,p14.3,gpos50,4200000,chr3,54433863,58640379,p14.3,gpos50,4206516,liftover,
chr3,58600000,63800000,p14.2,gneg,5200000,chr3,58640379,63843624,p14.2,gneg,5203245,liftover,
chr3,63800000,69700000,p14.1,gpos50,5900000,chr3,63843624,69736880,p14.1,gpos50,5893256,liftover,
chr3,69700000,74100000,p13,gneg,4400000,chr3,69736880,74141615,p13,gneg,4404735,liftover,
chr3,74100000,79800000,p12.3,gpos75,5700000,chr3,74141615,79855975,p12.3,gpos75,5714360,liftover,
chr3,79800000,83500000,p12.2,gneg,3700000,chr3,79855975,83556432,p12.2,gneg,3700457,liftover,
chr3,83500000,87100000,p12.1,gpos75,3600000,chr3,83556432,87174355,p12.1,gpos75,3617923,liftover,
chr3,87100000,87800000,p11.2,gneg,700000,chr3,87174355,91738002,p11.2,gneg,4563647,"L boundary lifted over, R boundary at HOR array L boundary",
chr3,87800000,90900000,p11.1,acen,3100000,chr3,91738002,94076514,p11.1,acen,2338512,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chr3,90900000,94000000,q11.1,acen,3100000,chr3,94076514,96415026,q11.1,acen,2338512,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chr3,94000000,98600000,q11.2,gvar,4600000,chr3,96415026,101303688,q11.2,gvar,4888662,"L boundary at HOR array R boundary, R boundary lifted over",
chr3,98600000,100300000,q12.1,gneg,1700000,chr3,101303688,103005343,q12.1,gneg,1701655,liftover,
chr3,100300000,101200000,q12.2,gpos25,900000,chr3,103005343,103905942,q12.2,gpos25,900599,liftover,
chr3,101200000,103100000,q12.3,gneg,1900000,chr3,103905942,105816831,q12.3,gneg,1910889,liftover,
chr3,103100000,106500000,q13.11,gpos75,3400000,chr3,105816831,109218980,q13.11,gpos75,3402149,liftover,
chr3,106500000,108200000,q13.12,gneg,1700000,chr3,109218980,110919781,q13.12,gneg,1700801,liftover,
chr3,108200000,111600000,q13.13,gpos50,3400000,chr3,110919781,114320814,q13.13,gpos50,3401033,liftover,
chr3,111600000,113700000,q13.2,gneg,2100000,chr3,114320814,116421198,q13.2,gneg,2100384,liftover,
chr3,113700000,117600000,q13.31,gpos75,3900000,chr3,116421198,120319753,q13.31,gpos75,3898555,liftover,
chr3,117600000,119300000,q13.32,gneg,1700000,chr3,120319753,122019706,q13.32,gneg,1699953,liftover,
chr3,119300000,122200000,q13.33,gpos75,2900000,chr3,122019706,124919592,q13.33,gpos75,2899886,liftover,
chr3,122200000,124100000,q21.1,gneg,1900000,chr3,124919592,126826138,q21.1,gneg,1906546,liftover,
chr3,124100000,126100000,q21.2,gpos25,2000000,chr3,126826138,128832394,q21.2,gpos25,2006256,liftover,
chr3,126100000,129500000,q21.3,gneg,3400000,chr3,128832394,132244475,q21.3,gneg,3412081,liftover,
chr3,129500000,134000000,q22.1,gpos25,4500000,chr3,132244475,136745163,q22.1,gpos25,4500688,liftover,
chr3,134000000,136000000,q22.2,gneg,2000000,chr3,136745163,138745773,q22.2,gneg,2000610,liftover,
chr3,136000000,139000000,q22.3,gpos25,3000000,chr3,138745773,141741001,q22.3,gpos25,2995228,liftover,
chr3,139000000,143100000,q23,gneg,4100000,chr3,141741001,145847398,q23,gneg,4106397,liftover,
chr3,143100000,149200000,q24,gpos100,6100000,chr3,145847398,151950769,q24,gpos100,6103371,liftover,
chr3,149200000,152300000,q25.1,gneg,3100000,chr3,151950769,155067896,q25.1,gneg,3117127,liftover,
chr3,152300000,155300000,q25.2,gpos50,3000000,chr3,155067896,158073984,q25.2,gpos50,3006088,liftover,
chr3,155300000,157300000,q25.31,gneg,2000000,chr3,158073984,160074579,q25.31,gneg,2000595,liftover,
chr3,157300000,159300000,q25.32,gpos50,2000000,chr3,160074579,162074354,q25.32,gpos50,1999775,liftover,
chr3,159300000,161000000,q25.33,gneg,1700000,chr3,162074354,163774734,q25.33,gneg,1700380,liftover,
chr3,161000000,167900000,q26.1,gpos100,6900000,chr3,163774734,170683909,q26.1,gpos100,6909175,liftover,
chr3,167900000,171200000,q26.2,gneg,3300000,chr3,170683909,173984304,q26.2,gneg,3300395,liftover,
chr3,171200000,176000000,q26.31,gpos75,4800000,chr3,173984304,178794975,q26.31,gpos75,4810671,liftover,
chr3,176000000,179300000,q26.32,gneg,3300000,chr3,178794975,182103836,q26.32,gneg,3308861,liftover,
chr3,179300000,183000000,q26.33,gpos75,3700000,chr3,182103836,185805095,q26.33,gpos75,3701259,liftover,
chr3,183000000,184800000,q27.1,gneg,1800000,chr3,185805095,187615802,q27.1,gneg,1810707,liftover,
chr3,184800000,186300000,q27.2,gpos25,1500000,chr3,187615802,189115680,q27.2,gpos25,1499878,liftover,
chr3,186300000,188200000,q27.3,gneg,1900000,chr3,189115680,191017553,q27.3,gneg,1901873,liftover,
chr3,188200000,192600000,q28,gpos75,4400000,chr3,191017553,195295941,q28,gpos75,4278388,liftover,
chr3,192600000,198295559,q29,gneg,5695559,chr3,195295941,201105948,q29,gneg,5810007,"L boundary liftover, R boundary set to chromosome end",
chr4,0,4500000,p16.3,gneg,4500000,chr4,0,4469440,p16.3,gneg,4469440,liftover,
chr4,4500000,6000000,p16.2,gpos25,1500000,chr4,4469440,5971735,p16.2,gpos25,1502295,liftover,
chr4,6000000,11300000,p16.1,gneg,5300000,chr4,5971735,11276065,p16.1,gneg,5304330,liftover,
chr4,11300000,15000000,p15.33,gpos50,3700000,chr4,11276065,14981780,p15.33,gpos50,3705715,liftover,
chr4,15000000,17700000,p15.32,gneg,2700000,chr4,14981780,17682307,p15.32,gneg,2700527,liftover,
chr4,17700000,21300000,p15.31,gpos75,3600000,chr4,17682307,21281575,p15.31,gpos75,3599268,liftover,
chr4,21300000,27700000,p15.2,gneg,6400000,chr4,21281575,27685358,p15.2,gneg,6403783,liftover,
chr4,27700000,35800000,p15.1,gpos100,8100000,chr4,27685358,35768949,p15.1,gpos100,8083591,liftover,
chr4,35800000,41200000,p14,gneg,5400000,chr4,35768949,41173799,p14,gneg,5404850,liftover,
chr4,41200000,44600000,p13,gpos50,3400000,chr4,41173799,44566953,p13,gpos50,3393154,liftover,
chr4,44600000,48200000,p12,gneg,3600000,chr4,44566953,49705154,p12,gneg,5138201,"L boundary lifted over, R boundary at HOR array L boundary",
chr4,48200000,50000000,p11,acen,1800000,chr4,49705154,52452474,p11,acen,2747320,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chr4,50000000,51800000,q11,acen,1800000,chr4,52452474,55199795,q11,acen,2747321,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chr4,51800000,58500000,q12,gneg,6700000,chr4,55199795,61991213,q12,gneg,6791418,"L boundary at HOR array R boundary, R boundary lifted over",
chr4,58500000,65500000,q13.1,gpos100,7000000,chr4,61991213,68936809,q13.1,gpos100,6945596,liftover,
chr4,65500000,69400000,q13.2,gneg,3900000,chr4,68936809,72734812,q13.2,gneg,3798003,liftover,
chr4,69400000,75300000,q13.3,gpos75,5900000,chr4,72734812,78640131,q13.3,gpos75,5905319,liftover,
chr4,75300000,78000000,q21.1,gneg,2700000,chr4,78640131,81340837,q21.1,gneg,2700706,liftover,
chr4,78000000,81500000,q21.21,gpos50,3500000,chr4,81340837,84829707,q21.21,gpos50,3488870,liftover,
chr4,81500000,83200000,q21.22,gneg,1700000,chr4,84829707,86530115,q21.22,gneg,1700408,liftover,
chr4,83200000,86000000,q21.23,gpos25,2800000,chr4,86530115,89329480,q21.23,gpos25,2799365,liftover,
chr4,86000000,87100000,q21.3,gneg,1100000,chr4,89329480,90429379,q21.3,gneg,1099899,liftover,
chr4,87100000,92800000,q22.1,gpos75,5700000,chr4,90429379,96127729,q22.1,gpos75,5698350,liftover,
chr4,92800000,94200000,q22.2,gneg,1400000,chr4,96127729,97515472,q22.2,gneg,1387743,liftover,
chr4,94200000,97900000,q22.3,gpos75,3700000,chr4,97515472,101214669,q22.3,gpos75,3699197,liftover,
chr4,97900000,100100000,q23,gneg,2200000,chr4,101214669,103415497,q23,gneg,2200828,liftover,
chr4,100100000,106700000,q24,gpos50,6600000,chr4,103415497,110005081,q24,gpos50,6589584,liftover,
chr4,106700000,113200000,q25,gneg,6500000,chr4,110005081,116508718,q25,gneg,6503637,liftover,
chr4,113200000,119900000,q26,gpos75,6700000,chr4,116508718,123205172,q26,gpos75,6696454,liftover,
chr4,119900000,122800000,q27,gneg,2900000,chr4,123205172,126104099,q27,gneg,2898927,liftover,
chr4,122800000,127900000,q28.1,gpos50,5100000,chr4,126104099,131203026,q28.1,gpos50,5098927,liftover,
chr4,127900000,130100000,q28.2,gneg,2200000,chr4,131203026,133404460,q28.2,gneg,2201434,liftover,
chr4,130100000,138500000,q28.3,gpos100,8400000,chr4,133404460,141823705,q28.3,gpos100,8419245,liftover,
chr4,138500000,140600000,q31.1,gneg,2100000,chr4,141823705,143919702,q31.1,gneg,2095997,liftover,
chr4,140600000,145900000,q31.21,gpos25,5300000,chr4,143919702,149216051,q31.21,gpos25,5296349,liftover,
chr4,145900000,147500000,q31.22,gneg,1600000,chr4,149216051,150824125,q31.22,gneg,1608074,liftover,
chr4,147500000,150200000,q31.23,gpos25,2700000,chr4,150824125,153521681,q31.23,gpos25,2697556,liftover,
chr4,150200000,154600000,q31.3,gneg,4400000,chr4,153521681,157931811,q31.3,gneg,4410130,liftover,
chr4,154600000,160800000,q32.1,gpos100,6200000,chr4,157931811,164150415,q32.1,gpos100,6218604,liftover,
chr4,160800000,163600000,q32.2,gneg,2800000,chr4,164150415,166947399,q32.2,gneg,2796984,liftover,
chr4,163600000,169200000,q32.3,gpos100,5600000,chr4,166947399,172559730,q32.3,gpos100,5612331,liftover,
chr4,169200000,171000000,q33,gneg,1800000,chr4,172559730,174357423,q33,gneg,1797693,liftover,
chr4,171000000,175400000,q34.1,gpos75,4400000,chr4,174357423,178738596,q34.1,gpos75,4381173,liftover,
chr4,175400000,176600000,q34.2,gneg,1200000,chr4,178738596,179939101,q34.2,gneg,1200505,liftover,
chr4,176600000,182300000,q34.3,gpos100,5700000,chr4,179939101,185641813,q34.3,gpos100,5702712,liftover,
chr4,182300000,186200000,q35.1,gneg,3900000,chr4,185641813,189540361,q35.1,gneg,3898548,liftover,
chr4,186200000,190214555,q35.2,gpos25,4014555,chr4,189540361,193574945,q35.2,gpos25,4034584,"L boundary liftover, R boundary set to chromosome end",
chr5,0,4400000,p15.33,gneg,4400000,chr5,0,4327607,p15.33,gneg,4327607,liftover,
chr5,4400000,6300000,p15.32,gpos25,1900000,chr5,4327607,6228676,p15.32,gpos25,1901069,liftover,
chr5,6300000,9900000,p15.31,gneg,3600000,chr5,6228676,9839807,p15.31,gneg,3611131,liftover,
chr5,9900000,15000000,p15.2,gpos50,5100000,chr5,9839807,14939449,p15.2,gpos50,5099642,liftover,
chr5,15000000,18400000,p15.1,gneg,3400000,chr5,14939449,18401838,p15.1,gneg,3462389,liftover,
chr5,18400000,23300000,p14.3,gpos100,4900000,chr5,18401838,23407694,p14.3,gpos100,5005856,liftover,
chr5,23300000,24600000,p14.2,gneg,1300000,chr5,23407694,24705214,p14.2,gneg,1297520,liftover,
chr5,24600000,28900000,p14.1,gpos100,4300000,chr5,24705214,29005224,p14.1,gpos100,4300010,liftover,
chr5,28900000,33800000,p13.3,gneg,4900000,chr5,29005224,33919872,p13.3,gneg,4914648,liftover,
chr5,33800000,38400000,p13.2,gpos25,4600000,chr5,33919872,38649069,p13.2,gpos25,4729197,liftover,
chr5,38400000,42500000,p13.1,gneg,4100000,chr5,38649069,42755507,p13.1,gneg,4106438,liftover,
chr5,42500000,46100000,p12,gpos50,3600000,chr5,42755507,47039134,p12,gpos50,4283627,"L boundary lifted over, R boundary at HOR array L boundary",
chr5,46100000,48800000,p11,acen,2700000,chr5,47039134,48317879,p11,acen,1278745,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chr5,48800000,51400000,q11.1,acen,2600000,chr5,48317879,49596625,q11.1,acen,1278746,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chr5,51400000,59600000,q11.2,gneg,8200000,chr5,49596625,60418219,q11.2,gneg,10821594,"L boundary at HOR array R boundary, R boundary lifted over",
chr5,59600000,63600000,q12.1,gpos75,4000000,chr5,60418219,64420173,q12.1,gpos75,4001954,liftover,
chr5,63600000,63900000,q12.2,gneg,300000,chr5,64420173,64720135,q12.2,gneg,299962,liftover,
chr5,63900000,67400000,q12.3,gpos75,3500000,chr5,64720135,68222153,q12.3,gpos75,3502018,liftover,
chr5,67400000,69100000,q13.1,gneg,1700000,chr5,68222153,69922486,q13.1,gneg,1700333,liftover,
chr5,69100000,74000000,q13.2,gpos50,4900000,chr5,69922486,74481328,q13.2,gpos50,4558842,liftover,
chr5,74000000,77600000,q13.3,gneg,3600000,chr5,74481328,78082577,q13.3,gneg,3601249,liftover,
chr5,77600000,82100000,q14.1,gpos50,4500000,chr5,78082577,82584664,q14.1,gpos50,4502087,liftover,
chr5,82100000,83500000,q14.2,gneg,1400000,chr5,82584664,83988771,q14.2,gneg,1404107,liftover,
chr5,83500000,93000000,q14.3,gpos100,9500000,chr5,83988771,93484055,q14.3,gpos100,9495284,liftover,
chr5,93000000,98900000,q15,gneg,5900000,chr5,93484055,99403284,q15,gneg,5919229,liftover,
chr5,98900000,103400000,q21.1,gpos100,4500000,chr5,99403284,103908183,q21.1,gpos100,4504899,liftover,
chr5,103400000,105100000,q21.2,gneg,1700000,chr5,103908183,105604211,q21.2,gneg,1696028,liftover,
chr5,105100000,110200000,q21.3,gpos100,5100000,chr5,105604211,110710493,q21.3,gpos100,5106282,liftover,
chr5,110200000,112200000,q22.1,gneg,2000000,chr5,110710493,112710455,q22.1,gneg,1999962,liftover,
chr5,112200000,113800000,q22.2,gpos50,1600000,chr5,112710455,114312885,q22.2,gpos50,1602430,liftover,
chr5,113800000,115900000,q22.3,gneg,2100000,chr5,114312885,116412397,q22.3,gneg,2099512,liftover,
chr5,115900000,122100000,q23.1,gpos100,6200000,chr5,116412397,122616882,q23.1,gpos100,6204485,liftover,
chr5,122100000,127900000,q23.2,gneg,5800000,chr5,122616882,128419736,q23.2,gneg,5802854,liftover,
chr5,127900000,131200000,q23.3,gpos100,3300000,chr5,128419736,131718996,q23.3,gpos100,3299260,liftover,
chr5,131200000,136900000,q31.1,gneg,5700000,chr5,131718996,137422646,q31.1,gneg,5703650,liftover,
chr5,136900000,140100000,q31.2,gpos25,3200000,chr5,137422646,140625098,q31.2,gpos25,3202452,liftover,
chr5,140100000,145100000,q31.3,gneg,5000000,chr5,140625098,145634538,q31.3,gneg,5009440,liftover,
chr5,145100000,150400000,q32,gpos75,5300000,chr5,145634538,150936541,q32,gpos75,5302003,liftover,
chr5,150400000,153300000,q33.1,gneg,2900000,chr5,150936541,153833148,q33.1,gneg,2896607,liftover,
chr5,153300000,156300000,q33.2,gpos50,3000000,chr5,153833148,156818817,q33.2,gpos50,2985669,liftover,
chr5,156300000,160500000,q33.3,gneg,4200000,chr5,156818817,161028563,q33.3,gneg,4209746,liftover,
chr5,160500000,169000000,q34,gpos100,8500000,chr5,161028563,169535680,q34,gpos100,8507117,liftover,
chr5,169000000,173300000,q35.1,gneg,4300000,chr5,169535680,173840079,q35.1,gneg,4304399,liftover,
chr5,173300000,177100000,q35.2,gpos25,3800000,chr5,173840079,177643208,q35.2,gpos25,3803129,liftover,
chr5,177100000,181538259,q35.3,gneg,4438259,chr5,177643208,182045439,q35.3,gneg,4402231,"L boundary liftover, R boundary set to chromosome end",
chr6,0,2300000,p25.3,gneg,2300000,chr6,0,2163637,p25.3,gneg,2163637,manual adjustment to match neighboring band boundary,
chr6,2300000,4200000,p25.2,gpos25,1900000,chr6,2163637,4069276,p25.2,gpos25,1905639,liftover,
chr6,4200000,7100000,p25.1,gneg,2900000,chr6,4069276,6969513,p25.1,gneg,2900237,liftover,
chr6,7100000,10600000,p24.3,gpos50,3500000,chr6,6969513,10467733,p24.3,gpos50,3498220,liftover,
chr6,10600000,11600000,p24.2,gneg,1000000,chr6,10467733,11468370,p24.2,gneg,1000637,liftover,
chr6,11600000,13400000,p24.1,gpos25,1800000,chr6,11468370,13273264,p24.1,gpos25,1804894,liftover,
chr6,13400000,15200000,p23,gneg,1800000,chr6,13273264,15073193,p23,gneg,1799929,liftover,
chr6,15200000,25200000,p22.3,gpos75,10000000,chr6,15073193,25065737,p22.3,gpos75,9992544,liftover,
chr6,25200000,27100000,p22.2,gneg,1900000,chr6,25065737,26968681,p22.2,gneg,1902944,liftover,
chr6,27100000,30500000,p22.1,gpos50,3400000,chr6,26968681,30364188,p22.1,gpos50,3395507,liftover,
chr6,30500000,32100000,p21.33,gneg,1600000,chr6,30364188,31953196,p21.33,gneg,1589008,liftover,
chr6,32100000,33500000,p21.32,gpos25,1400000,chr6,31953196,33321362,p21.32,gpos25,1368166,manual adjustment to match neighboring band boundaries,
chr6,33500000,36600000,p21.31,gneg,3100000,chr6,33321362,36420643,p21.31,gneg,3099281,liftover,
chr6,36600000,40500000,p21.2,gpos25,3900000,chr6,36420643,40327879,p21.2,gpos25,3907236,liftover,
chr6,40500000,46200000,p21.1,gneg,5700000,chr6,40327879,46035128,p21.1,gneg,5707249,liftover,
chr6,46200000,51800000,p12.3,gpos100,5600000,chr6,46035128,51643048,p12.3,gpos100,5607920,liftover,
chr6,51800000,53000000,p12.2,gneg,1200000,chr6,51643048,52839576,p12.2,gneg,1196528,liftover,
chr6,53000000,57200000,p12.1,gpos100,4200000,chr6,52839576,57039025,p12.1,gpos100,4199449,liftover,
chr6,57200000,58500000,p11.2,gneg,1300000,chr6,57039025,58286706,p11.2,gneg,1247681,"L boundary lifted over, R boundary at HOR array L boundary",
chr6,58500000,59800000,p11.1,acen,1300000,chr6,58286706,59672548,p11.1,acen,1385842,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chr6,59800000,62600000,q11.1,acen,2800000,chr6,59672548,61058390,q11.1,acen,1385842,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chr6,62600000,62700000,q11.2,gneg,100000,chr6,61058390,63845066,q11.2,gneg,2786676,"L boundary at HOR array R boundary, R boundary lifted over",
chr6,62700000,69200000,q12,gpos100,6500000,chr6,63845066,70378649,q12,gpos100,6533583,liftover,
chr6,69200000,75200000,q13,gneg,6000000,chr6,70378649,76377151,q13,gneg,5998502,liftover,
chr6,75200000,83200000,q14.1,gpos50,8000000,chr6,76377151,84423242,q14.1,gpos50,8046091,liftover,
chr6,83200000,84200000,q14.2,gneg,1000000,chr6,84423242,85423294,q14.2,gneg,1000052,liftover,
chr6,84200000,87300000,q14.3,gpos50,3100000,chr6,85423294,88508804,q14.3,gpos50,3085510,liftover,
chr6,87300000,92500000,q15,gneg,5200000,chr6,88508804,93711666,q15,gneg,5202862,liftover,
chr6,92500000,98900000,q16.1,gpos100,6400000,chr6,93711666,100074369,q16.1,gpos100,6362703,liftover,
chr6,98900000,100000000,q16.2,gneg,1100000,chr6,100074369,101173694,q16.2,gneg,1099325,liftover,
chr6,100000000,105000000,q16.3,gpos100,5000000,chr6,101173694,106176013,q16.3,gpos100,5002319,liftover,
chr6,105000000,114200000,q21,gneg,9200000,chr6,106176013,115383115,q21,gneg,9207102,liftover,
chr6,114200000,117900000,q22.1,gpos75,3700000,chr6,115383115,119084265,q22.1,gpos75,3701150,liftover,
chr6,117900000,118100000,q22.2,gneg,200000,chr6,119084265,119285071,q22.2,gneg,200806,liftover,
chr6,118100000,125800000,q22.31,gpos100,7700000,chr6,119285071,126988674,q22.31,gpos100,7703603,liftover,
chr6,125800000,126800000,q22.32,gneg,1000000,chr6,126988674,127988742,q22.32,gneg,1000068,liftover,
chr6,126800000,130000000,q22.33,gpos75,3200000,chr6,127988742,131194763,q22.33,gpos75,3206021,liftover,
chr6,130000000,130900000,q23.1,gneg,900000,chr6,131194763,132095087,q23.1,gneg,900324,liftover,
chr6,130900000,134700000,q23.2,gpos50,3800000,chr6,132095087,135888233,q23.2,gpos50,3793146,liftover,
chr6,134700000,138300000,q23.3,gneg,3600000,chr6,135888233,139488489,q23.3,gneg,3600256,liftover,
chr6,138300000,142200000,q24.1,gpos75,3900000,chr6,139488489,143392072,q24.1,gpos75,3903583,liftover,
chr6,142200000,145100000,q24.2,gneg,2900000,chr6,143392072,146292619,q24.2,gneg,2900547,liftover,
chr6,145100000,148500000,q24.3,gpos75,3400000,chr6,146292619,149696304,q24.3,gpos75,3403685,liftover,
chr6,148500000,152100000,q25.1,gneg,3600000,chr6,149696304,153301308,q25.1,gneg,3605004,liftover,
chr6,152100000,155200000,q25.2,gpos50,3100000,chr6,153301308,156401943,q25.2,gpos50,3100635,liftover,
chr6,155200000,160600000,q25.3,gneg,5400000,chr6,156401943,161852984,q25.3,gneg,5451041,liftover,
chr6,160600000,164100000,q26,gpos50,3500000,chr6,161852984,165464819,q26,gpos50,3611835,liftover,
chr6,164100000,170805979,q27,gneg,6705979,chr6,165464819,172126628,q27,gneg,6661809,"L boundary liftover, R boundary set to chromosome end",
chr7,0,2800000,p22.3,gneg,2800000,chr7,0,2913569,p22.3,gneg,2913569,liftover,
chr7,2800000,4500000,p22.2,gpos25,1700000,chr7,2913569,4616674,p22.2,gpos25,1703105,liftover,
chr7,4500000,7200000,p22.1,gneg,2700000,chr7,4616674,7319206,p22.1,gneg,2702532,liftover,
chr7,7200000,13700000,p21.3,gpos100,6500000,chr7,7319206,13832042,p21.3,gpos100,6512836,liftover,
chr7,13700000,16500000,p21.2,gneg,2800000,chr7,13832042,16629717,p21.2,gneg,2797675,liftover,
chr7,16500000,20900000,p21.1,gpos100,4400000,chr7,16629717,21036083,p21.1,gpos100,4406366,liftover,
chr7,20900000,25500000,p15.3,gneg,4600000,chr7,21036083,25635438,p15.3,gneg,4599355,liftover,
chr7,25500000,27900000,p15.2,gpos50,2400000,chr7,25635438,28037762,p15.2,gpos50,2402324,liftover,
chr7,27900000,28800000,p15.1,gneg,900000,chr7,28037762,28937489,p15.1,gneg,899727,liftover,
chr7,28800000,34900000,p14.3,gpos75,6100000,chr7,28937489,35040677,p14.3,gpos75,6103188,liftover,
chr7,34900000,37100000,p14.2,gneg,2200000,chr7,35040677,37240409,p14.2,gneg,2199732,liftover,
chr7,37100000,43300000,p14.1,gpos75,6200000,chr7,37240409,43458167,p14.1,gpos75,6217758,liftover,
chr7,43300000,45400000,p13,gneg,2100000,chr7,43458167,45560768,p13,gneg,2102601,liftover,
chr7,45400000,49000000,p12.3,gpos75,3600000,chr7,45560768,49160858,p12.3,gpos75,3600090,liftover,
chr7,49000000,50500000,p12.2,gneg,1500000,chr7,49160858,50661224,p12.2,gneg,1500366,liftover,
chr7,50500000,53900000,p12.1,gpos75,3400000,chr7,50661224,54061627,p12.1,gpos75,3400403,liftover,
chr7,53900000,58100000,p11.2,gneg,4200000,chr7,54061627,60414372,p11.2,gneg,6352745,"L boundary lifted over, R boundary at HOR array L boundary",
chr7,58100000,60100000,p11.1,acen,2000000,chr7,60414372,62064435,p11.1,acen,1650063,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chr7,60100000,62100000,q11.1,acen,2000000,chr7,62064435,63714499,q11.1,acen,1650064,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chr7,62100000,67500000,q11.21,gneg,5400000,chr7,63714499,68720114,q11.21,gneg,5005615,"L boundary at HOR array R boundary, R boundary lifted over",
chr7,67500000,72700000,q11.22,gpos50,5200000,chr7,68720114,73918537,q11.22,gpos50,5198423,liftover,
chr7,72700000,77900000,q11.23,gneg,5200000,chr7,73918537,79151921,q11.23,gneg,5233384,liftover,
chr7,77900000,86700000,q21.11,gpos100,8800000,chr7,79151921,87949894,q21.11,gpos100,8797973,liftover,
chr7,86700000,88500000,q21.12,gneg,1800000,chr7,87949894,89750628,q21.12,gneg,1800734,liftover,
chr7,88500000,91500000,q21.13,gpos75,3000000,chr7,89750628,92747879,q21.13,gpos75,2997251,liftover,
chr7,91500000,93300000,q21.2,gneg,1800000,chr7,92747879,94542054,q21.2,gneg,1794175,liftover,
chr7,93300000,98400000,q21.3,gpos75,5100000,chr7,94542054,99630796,q21.3,gpos75,5088742,liftover,
chr7,98400000,104200000,q22.1,gneg,5800000,chr7,99630796,105514255,q22.1,gneg,5883459,liftover,
chr7,104200000,104900000,q22.2,gpos50,700000,chr7,105514255,106214835,q22.2,gpos50,700580,liftover,
chr7,104900000,107800000,q22.3,gneg,2900000,chr7,106214835,109118351,q22.3,gneg,2903516,liftover,
